homar,kardynał mórz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home,Print Screen,Scroll Lock,Page Down,Page Up,Num Lock,Caps Lock,Alt,Backspace,Control,Delete,End,Escape,Insert,Shift,Tab,Enter,,,,,,,,,,,,,,,,,,,
homeostaza,równowaga,harmonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homiletyka,kaznodziejstwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homo,chomik,ciepły,ciota,gej,homoniewiadomo,homoseksualista,kochający inaczej,pedał,pederasta,pedzio,,,,,,,,,,,,,,,,,,,,,,,,,
homo,osoba homoseksualna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homoerotyzm,homoseksualizm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homofobia,nietolerancja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homogeniczny,jednakowy,jednostajny,jednorodny,ujednolicić,jednolity,monolityczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homogenizacja,ujednolicanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homograf,homogram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homograf,homonim,homofon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homogram,homograf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homogram,homonim,homofon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homologiczny,niedwuznaczny,jednoznaczny,zgodny,równobrzmiący,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homonim,homograf,homofon,polisem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homonimia,wieloznaczność,polisemia,homofonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chińszczyzna,język mandaryński,mandaryński,chiński,język chiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chip,czip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chip,scalak,układ scalony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chip,mikrochip,mikroczip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chirologia,chiromancja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chiromancja,chirologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlać,chłeptać,spijać,żłopać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlapa,plucha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlapa,deszcz,brzydka pogoda,zimno,szaruga,opady,pogoda pod psem,niepogoda,zachmurzenie,psia pogoda,słota,chlapawica,,,,,,,,,,,,,,,,,,,,,,,,
chlapać,pluskać,bryzgać,pryskać,rozpryskiwać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlapawica,szaruga,pogoda pod psem,chlapa,plucha,psia pogoda,słota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlapnąć,puścić parę z ust,roztrąbić,wygadać się,wypaplać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlasnąć,zasunąć,przypieprzyć,razić,przyłożyć,gruchnąć,rąbnąć,bachnąć,puknąć,przyfasolić,zadać cios,łupnąć,zdzielić,walnąć,uderzyć,przydzwonić,,,,,,,,,,,,,,,,,,,,
chlastać,krajać,kroić,rąbać,ciąć,rznąć,siekać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chleb,bochenek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlebodawca,pracodawca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlew,chlewnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlewnia,chlew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlipać,zanosić się płaczem,szlochać,pochlipywać,pociągać nosem,kwilić,łkać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlorofil,zielony barwnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chluba,chwała,ozdoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlubić się,szczycić się,chwalić się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlubny,zbożny,szczytny,szlachetny,chwalebny,zaszczytny,godny pochwały,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlupać,pluskać,chlupotać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlupnąć,trysnąć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlupot,plusk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlupotać,pluskać,chlupać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłam,bubel,dziadostwo,szajs,szmira,lipa,tanizna,tandeta,kaszana,kicz,ramota,miernota,fuszerka,badziewie,lichota,śmiecie,byle co,,,,,,,,,,,,,,,,,,,
chłeptać,spijać,siorbać,chlać,żłopać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłodnąć,stygnąć,ostudzać się,ostygać,chłodnieć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłodnia,lodówka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłodnica,radiator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłodnieć,chłodnąć,stygnąć,ostudzać się,ostygać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłodny,mroźny,lodowaty,zimny,wilgotny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłodny,nieprzystępny,lodowaty,oschły,obojętny,beznamiętny,oziębły,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłodziarka,schładzarka,lodówka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłodzić,oziębiać,schładzać,studzić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłonka,limfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłonny,błyskotliwy,receptywny,łatwo kojarzący,bystry,umiejętny,wchłaniać,uzdolniony,dowcipny,rzutki,utalentowany,absorbować,pojętny,sposobny,zdatny,inteligentny,giętki,obdarzyć,zdolny,,,,,,,,,,,,,,,,,
chłop,rolnik,gospodarz,włościanin,bamber,farmer,kmieć,producent rolny,wieśniak,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłop,mężczyzna,facet,facio,gość,koleś,ziom,ziomek,ziomuś,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłop,mąż,narzeczony,kochanek,facet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopaczek,chłopczyna,chłopak,chłopiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopak,chłopaczysko,chłopczyna,chłopiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopak,gołowąs,małolat,młody,młodzieniec,młodzik,młokos,nieletni,niepełnoletni,podrostek,smarkacz,synek,szczeniak,wyrostek,,,,,,,,,,,,,,,,,,,,,,
chłopak,chłopiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopak,dzieciak,kajtek,malec,pacholę,synek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopak,chłopiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopak,ukochany,sympatia,facet,narzeczony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopak,kolega,kumpel,przyjaciel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopak,chłopiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopak,goniec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopczyk,szkrab,malec,pędrak,berbeć,bąk,mały chłopiec,fąfel,dziecina,brzdąc,maluch,smyk,bobas,dzidziuś,dzieciaczek,dzieciuch,,,,,,,,,,,,,,,,,,,,
chłopczyna,chłopaczyna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopczyna,chłopak,chłopiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopczyna,synek,pacholę,młodzik,podrostek,chłopaczek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopiec,chłopaczysko,chłopak,chłopczyna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopiec,gołowąs,małolat,młody,młodzieniec,młodzik,młokos,nieletni,niepełnoletni,podrostek,smarkacz,synek,szczeniak,wyrostek,,,,,,,,,,,,,,,,,,,,,,
chłopiec,chłopak,chłopię,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopiec,dzieciak,kajtek,malec,pacholę,synek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopiec,chłopak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopiec,ukochany,sympatia,facet,narzeczony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopiec,chłopak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopiec,goniec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopię,pacholę,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopięcy,dziecięcy,pacholęcy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopisko,facio,ziom,koleś,chłop,gość,ziomek,facet,ziomuś,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopka,baba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopski,przaśny,wsiowy,rustykalny,ludowy,prostacki,plebejski,wiejski,prosty,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłopstwo,chłopi,włościaństwo,rolnica,warstwa chłopska,włościanin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłoptyś,chłopak,młodzieniec,szczyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłosta,baty,cięgi,lanie,manto,rózga,biczować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłostać,uderzać,zadawać razy,karcić,upominać,naparzać,batożyć,biczować,tłuc,siepać,zadawać cios,smagać,siekać,,,,,,,,,,,,,,,,,,,,,,,
chłostać,ciosać,ganić,strofować,piętnować,karcić,upominać,godzić,potępiać,uderzać,krytykować,udzielać upomnień,gromić,zmywać głowę,,,,,,,,,,,,,,,,,,,,,,
chłód,zimno,cień,mróz,zimnica,ziąb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chłystek,bachor,małolat,obwieś,pętak,szczeniak,gnojek,gówniarz,smarkacz,szczyl,,,,,,,,,,,,,,,,,,,,,,,,,,
chmara,zastęp,rój,pospólstwo,ciżba,gromada,zbiegowisko,hurma,zgraja,gap,czereda,gawiedź,ćma,rzesza,tłuszcza,tłum,,,,,,,,,,,,,,,,,,,,
chmiel,taniec chmielowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chmura,dym,kłębowisko,opar,obłok,smog,tuman,mgła,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chmura,chmara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chmurnik,obłocznik,płanetnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chmurny,krytyczny,budzący respekt,pogrzebowy,straszny,surowy,smutny,mroczny,pochmurny,minorowy,posępny,górny,złowrogi,zachmurzyć,uroić,markotny,smętny,nierzeczywisty,niewyrozumiały,ponury,żałobny,gniewny,groźny,srogi,,,,,,,,,,,,
chochla,warząchew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chochla,łyżka do zupy,łyżka wazowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chochlik,karzeł,gnom,czart,bies,szatan,diablę,demon,czort,diabeł,zły duch,diablik,skrzat,,,,,,,,,,,,,,,,,,,,,,,
chochlik drukarski,literówka,pomyłka,czeski błąd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chochoł,wychuchol,desman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chociebuż,Cottbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chociemirostwo,Chociemir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chociemir,Chociemirostwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chociesławostwo,Chociesław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chociesław,Chociesławostwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choć,chociaż,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choć,mimo iż,mimo że,pomimo iż,pomimo że,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choć,jakkolwiek,wszelako,aliści,wszakże,wprawdzie,niemniej,atoli,lubo,acz,aczkolwiek,,,,,,,,,,,,,,,,,,,,,,,,,
choć,chociaż,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choć,choćby,przynajmniej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choć,bodaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choć,chociaż,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choć,przynajmniej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choćby,chociażby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choćby,nawet gdyby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choćby,chociażby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choćby,chociaż,choć,przynajmniej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choćby,bodaj,bodajby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodak,sabot,trep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodliwy,atrakcyjny,chętnie kupowany,nośny,popularny,popłatny,pokupny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodnik,promenada,bulwar,droga spacerowa,bruk,deptak,trotuar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodnik,dywanik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodzić,iść,kroczyć,łazić,przechadzać się,przechodzić,spacerować,szwendać się,włóczyć się,kręcić się,pałętać się,plątać się,wałęsać się,stąpać,,,,,,,,,,,,,,,,,,,,,,
chodzić,kursować,jeździć,mieć postój,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodzić,działać,funkcjonować,pracować,być czynnym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodzić,być w obiegu,krążyć,obiegać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodzić,rozchodzić się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodzić,mieć na myśli,zależeć,problem w tym,co do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodzić,uczęszczać,uczestniczyć,uczyć się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodzić,spotykać się,przyjaźnić się,romansować,sympatyzować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodzić jak błędny,błądzić,błąkający się,zbłąkany,chodzić bez celu,jeździć bez celu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chodzić jak na sznurku,jeść z ręki,siedzieć pod pantoflem,chodzić na pasku,być zdanym na łaskę i niełaskę,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choinka,drzewko bożonarodzeniowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chojrak,junak,farys,zuch,kozak,śmiałek,gieroj,odważniak,chwat,bohater,heros,,,,,,,,,,,,,,,,,,,,,,,,,
cholera,cholernik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cholera,jasny gwint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cholera wie,diabli wiedzą,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cholernie,diabelsko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cholerny,kompletny,całkowity,pioruński,piekielny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cholerny,pioruński,piekielny,wkurzać,denerwujący,irytujący,parszywy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
choleryczka,piekielnica,zgaga,furiatka,awanturnica,złośnica,ksantypa,megiera,jędza,sekutnica,zołza,,,,,,,,,,,,,,,,,,,,,,,,,
choleryk,raptus,narwaniec,gorąca głowa,nerwus,kłębek nerwów,furiat,postrzeleniec,pasjonat,gwałtownik,awanturnik,,,,,,,,,,,,,,,,,,,,,,,,,
domowy,pod dachem,do domu,pokojowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dompteur,poskromiciel,pogromca,poskramiacz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domykać,finalizować,dogadywać się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domysł,domniemanie,hipoteza,zgadywać,poszlaka,podejrzenie,przeczucie,presumpcja,przypuszczenie,spekulacja,supozycja,założenie,,,,,,,,,,,,,,,,,,,,,,,,
domyślać się,orientować się,zachodzić w głowę,głowić się,snuć domysły,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domyślić się,zorientować się,zreflektować się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domyślny,sprytny,mądry,przewidujący,cwany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domyślny,zakładać,domniemany,hipotetyczny,implicytny,standardowy,przypuszczalny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dom akademicki,dom studencki,akademik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dom Boży,dom Pański,dom modlitwy,przybytek Boży,kościół,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dom poprawczy,poprawczak,zakład poprawczy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dom publiczny,dom rozpusty,przybytek rozkoszy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dom wariatów,dom bez klamek,szpital psychiatryczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donacja,przyznanie,dopłata,asygnować,przyznane środki,subsydium,darowizna,przydział,grant,dotacja,subwencja,,,,,,,,,,,,,,,,,,,,,,,,,
Donaldostwo,Donald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald,Donaldostwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donator,ojciec chrzestny,sponsor,fundator,matka chrzestna,twórca fundacji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donatostwo,Donat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donat,Donatostwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donica,zderzak,melon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donica,pierś,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doniczka,dzbanek,wazonik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doniesienie,cynk,strzelenie z ucha,zestawienie,raport,donos,sprawozdanie,meldunek,komunikat,denuncjacja,obwieszczenie,zakapować,delacja,,,,,,,,,,,,,,,,,,,,,,,
donieść,sprzedać,strzelić z ucha,zadenuncjować,podkablować,sypnąć,złożyć doniesienie,wydać,zakapować,zakablować,,,,,,,,,,,,,,,,,,,,,,,,,,
donieść,przynieść,dostarczyć,doręczyć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donikąd,nigdzie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doniosłość,waga,znaczenie,wpływ,ranga,prestiż,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doniosły,epokowy,fundamentalny,istotny,kluczowy,liczący się,niebagatelny,nie do przecenienia,podstawowy,przełomowy,relewantny,wart podkreślenia,wart uwagi,ważki,ważny,wielkiej wagi,zasadniczy,znaczący,znamienny,,,,,,,,,,,,,,,,,
doniośle,znacząco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donna,nastolatka,lala,laska,dziewczyna,ślicznotka,pięknotka,miss,panna,,,,,,,,,,,,,,,,,,,,,,,,,,,
donos,cynk,strzelenie z ucha,doniesienie,denuncjacja,zakapować,delacja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donosiciel,szpicel,informator,szpieg,konfident,kapuś,kabel,kompars,denuncjator,figurant,kret,osobowe źródło informacji,tajny współpracownik,gumowe ucho,wtyczka,delator,denuncjant,,,,,,,,,,,,,,,,,,,
donosić,denuncjować,kablować,kapować,kolaborować,składać doniesienie,strzelać z ucha,sypać,szpiegować,wydawać,zdradzać,,,,,,,,,,,,,,,,,,,,,,,,,
donosić,informować,meldować,raportować,zdawać sprawę,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donośnie,gromko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donośny,hałaśliwy,gromki,głośny,huczny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donżon,basteja,strażnica,minaret,słup,baszta,wieża,bastion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donżuan,babiarz,flirciarz,ogier,erotoman,kobieciarz,kogut,pies na kobiety,lowelas,playboy,pies na baby,bałamut,uwodziciel,,,,,,,,,,,,,,,,,,,,,,,
Don Juan,Casanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dookoła,dokoła,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dookoła,około,naokoło,wokół,wkoło,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopalacz,nitro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopalać się,żarzyć się,tlić się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopasować,dobrać,dostosować,dostroić,doszlifować,pogodzić,przystosować,przykroić,ujednolicić,zaadaptować,uzgodnić,zharmonizować,zintegrować,znormalizować,,,,,,,,,,,,,,,,,,,,,,
dopasować się,zadomowić się,zakorzenić się,zżyć się,wpasować się,przyjąć się,zintegrować się,zapuścić korzenie,wtopić się,zaaklimatyzować się,dostosować się,nagiąć się,przystosować się,dostroić się,podporządkować się,,,,,,,,,,,,,,,,,,,,,
dopasować,dobrze leżący,jak na miarę,obcisły,kompatybilny,zgodny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopasowywać,dostosowywać,dostrajać,korygować,modyfikować,nastawiać,nastrajać,podporządkowywać,poprawiać,przykrawać,przystosowywać,regulować,nastawiać,,,,,,,,,,,,,,,,,,,,,,,
dopaść,dogonić,przejąć,spotkać,nawiedzić,dosięgnąć,schwycić,złapać,schwytać,capnąć,dorwać,pochwycić,ująć,,,,,,,,,,,,,,,,,,,,,,,
dopaść,dogonić,dosięgnąć,doskoczyć,dorwać,zbliżyć się,napaść,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopaść,przejąć,dosięgnąć,schwycić,złapać,ogarnąć,zdjąć,owładnąć,napaść,opętać,oblecieć,opanować,ująć,,,,,,,,,,,,,,,,,,,,,,,
dopatrywać się,doszukiwać się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopatrzyć,dopatrzeć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopatrzyć,dopilnować,zaopiekować się,zatroszczyć się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopatrzyć się,dopatrzeć się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopatrzyć się,dojrzeć,spostrzec,doszukać się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełniacz,genetivus,genetiwus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełniać,uzupełniać,dodawać,dolewać,dokładać,dosypywać,napełniać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełniać,"uzupełniać, kompletować",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełniać,wykonywać,spełniać,wypełniać,dokonywać,wywiązywać się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełniać się,stawać się faktem,ziszczać się,stawać się,dokonywać się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełnić,napełnić,uzupełnić,zaokrąglić,dodać,dolać,dołożyć,dosypać,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełnić,uzupełnić,skompletować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełnić,wywiązać się,wykonać,spełnić,wypełnić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełnić się,stać się faktem,ziścić się,stać się,dokonać się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopełnienie,dopowiedzenie,uzupełnienie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopędzić,dogonić,doścignąć,dosięgnąć,dognać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopiąć,dołączyć,zamieścić,wstawić,podpiąć,dodać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopiąć,wywiązać się,doprowadzić,przekuć w czyn,postawić na swoim,osiągnąć,zrealizować,sprawić się,podołać,zdołać,uwinąć się,machnąć,wybrnąć,,,,,,,,,,,,,,,,,,,,,,,
dopiec,napsuć krwi,zaleźć za skórę,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopiekać,odmawiać posłuszeństwa,dokuczać,doskwierać,niedomagać,nie dopisywać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopierdolić,spuścić manto,wlać,dosolić,zbić na kwaśne jabłko,zlać,sprać,sprawić lanie,pobić,stłuc,zbić,,,,,,,,,,,,,,,,,,,,,,,,,
dopiero,nie prędzej,nie wcześniej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopiero,zaledwie,tylko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopiero co,ledwo co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopiero co,przed momentem,przed chwilą,świeżo,nowo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopieszczać,polerować,dopracowywać,cyzelować,doskonalić,rzeźbić,ulepszać,wykańczać,doszlifowywać,uszlachetniać,szlifować,podnosić jakość,,,,,,,,,,,,,,,,,,,,,,,,
dopieścić,wycyzelować,wymuskać,dopracować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopilnować,przypilnować,dojrzeć,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doping,podnieta,pochop,asumpt,motyw,impuls,bodziec,budzenie,napęd,pobudka,,,,,,,,,,,,,,,,,,,,,,,,,,
dopingować,zagrzewać,mobilizować,motywować,aktywizować,stymulować,animować,zachęcać,pobudzać,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopisać,ukończyć,dopełnić,wypełnić,skończyć,uzupełnić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopisać,dodatnio wpłynąć,posłużyć,popłacić,dogodzić,dobrze zrobić,wyjść na dobre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dopisek,notka,glosa,komentarz,zapisek,notatka,wzmianka,posłowie,uwaga,adnotacja,postscriptum,przypis,,,,,,,,,,,,,,,,,,,,,,,,
